code,market,cn_name,revenue_growth,revenue_conf,net_profit,net_conf,ocf_change,ocf_conf,core_driver,driver_conf,core_risk,risk_conf,overall_conf,file
002683,SZ,广东宏大,+29.63%,high,,missing,,missing,并购雪峰科技,high,[矿服“大客户、大项目”战略],mid,missing,002683_SZ_广东宏大.md
002685,SZ,华东重机,+262.0%,mid,盈,low,,missing,全球港口智能化升级与船舶大型化,high,[全球港口智能化升级与船舶大型化],mid,missing,002685_SZ_华东重机.md
002686,SZ,亿利达,+11.34%,high,+34.36%,high,,missing,风机主业承压,high,[非经常性损益驱动利润],mid,missing,002686_SZ_亿利达.md
002687,SZ,乔治白,,missing,+21.35%,high,,missing,宏观经济波动,high,[“一人一版”定制化壁垒],mid,missing,002687_SZ_乔治白.md
002689,SZ,ST远智,+14.34%,high,+455.58%,high,↑,low,“一带一路”出口高增长 + 国债更新改造,high,[“一带一路”出口高增长 + 国债更新改造红利],mid,low,002689_SZ_ST远智.md
002690,SZ,美亚光电,+6.31%,high,+10.77%,high,+9.62%,high,,missing,色选机业务稳健增长+毛利率提升,mid,missing,002690_SZ_美亚光电.md
002692,SZ,远程股份,,missing,-5.8%,mid,,missing,原材料价格波动与成本传导,high,[原材料价格波动与成本传导],mid,missing,002692_SZ_远程股份.md
002693,SZ,_ST双成,,missing,盈,low,,missing,注射用紫杉醇（白蛋白结合型）美国获批上市,high,[注射用紫杉醇（白蛋白结合型）美国获批上市],mid,missing,002693_SZ__ST双成.md
002695,SZ,煌上煌,,missing,+16.59%,high,,missing,鸭副产品原料价格低位,high,[鸭副产品原料价格低位],mid,missing,002695_SZ_煌上煌.md
002697,SZ,红旗连锁,-5.61%,high,,missing,,missing,门店结构优化与低效门店清理,high,[门店结构优化与低效门店清理],mid,missing,002697_SZ_红旗连锁.md
002700,SZ,万憬能源,+4.57%,mid,-12.77%,high,,missing,入户安装收入骤降,high,[入户安装收入骤降],mid,missing,002700_SZ_万憬能源.md
002703,SZ,浙江世宝,+31.76%,high,+21.05%,high,↑,low,中国品牌乘用车市占率提升,high,[中国品牌乘用车市占率提升],mid,low,002703_SZ_浙江世宝.md
002709,SZ,天赐材料,+33.0%,high,,missing,,missing,电解液销量高增44%,high,[电解液销量高增44%],mid,missing,002709_SZ_天赐材料.md
002712,SZ,思美传媒,+24.28%,high,,missing,+96.04%,high,数字营销行业竞争加剧,high,[数字营销行业竞争加剧],mid,missing,002712_SZ_思美传媒.md
002714,SZ,牧原股份,,missing,-13.39%,high,,missing,生猪价格周期下行,high,[生猪价格周期下行],mid,missing,002714_SZ_牧原股份.md
002715,SZ,登云股份,+16.63%,mid,-406.0%,high,,missing,金矿业务出表,high,[气门主业收入增长但毛利承压],mid,missing,002715_SZ_登云股份.md
002716,SZ,湖南白银,+49.7%,high,,missing,,missing,贵金属价格高位运行,high,[贵金属价格高位运行],mid,missing,002716_SZ_湖南白银.md
002718,SZ,友邦吊顶,-20.24%,high,盈,low,,missing,新房交付量持续缩减,high,[新房交付量持续缩减],mid,missing,002718_SZ_友邦吊顶.md
002721,SZ,金一文化,+22.0%,mid,,missing,,missing,收购开科唯识,high,[黄金珠宝零售整合],mid,missing,002721_SZ_金一文化.md
002722,SZ,物产金轮,+5.82%,high,+24.79%,high,,missing,不锈钢装饰板业务承压,high,[不锈钢装饰板业务承压],mid,missing,002722_SZ_物产金轮.md
002723,SZ,小崧股份,-34.27%,high,,missing,,missing,家电主业承压,high,[施工工程业务剥离],mid,missing,002723_SZ_小崧股份.md
002725,SZ,跃岭股份,-5.69%,high,-69.13%,high,,missing,控制权变更与新旧管理层交接,high,[控制权变更与新旧管理层交接],mid,missing,002725_SZ_跃岭股份.md
002732,SZ,燕塘乳业,-8.47%,high,-47.42%,high,,missing,行业供需失衡加剧,high,[行业供需失衡加剧],mid,missing,002732_SZ_燕塘乳业.md
002733,SZ,雄韬股份,+8.14%,mid,-17.91%,high,,missing,聚焦AIDC/UPS锂电备电,high,[聚焦AIDC/UPS锂电备电],mid,missing,002733_SZ_雄韬股份.md
002734,SZ,利民股份,+19.91%,mid,+489.7%,high,,missing,全球农化去库存周期结束，需求复苏,high,[全球农化去库存周期结束，需求复苏],mid,missing,002734_SZ_利民股份.md
002735,SZ,王子新材,+17.22%,mid,,missing,,missing,薄膜电容业务成本失控,high,[薄膜电容业务成本失控],mid,missing,002735_SZ_王子新材.md
002736,SZ,国信证券,+96.08%,mid,,missing,,missing,市场成交活跃,high,[融资融券规模扩张],mid,missing,002736_SZ_国信证券.md
002741,SZ,光华科技,+26.74%,high,盈,low,,missing,PCB化学品营收增长26.74%,high,[PCB化学品营收增长26.74%],mid,missing,002741_SZ_光华科技.md
002742,SZ,三圣股份,-24.74%,high,,missing,,missing,建材化工板块需求萎缩,high,[建材化工板块需求萎缩],mid,missing,002742_SZ_三圣股份.md
002747,SZ,埃斯顿,+21.93%,high,盈,low,↑,low,工业机器人出货量登顶中国市场,high,[工业机器人出货量登顶中国市场],mid,low,002747_SZ_埃斯顿.md
002749,SZ,国光股份,+3.57%,high,-14.94%,high,,missing,植物生长调节剂行业渗透率提升,high,[植物生长调节剂行业渗透率提升],mid,missing,002749_SZ_国光股份.md
002757,SZ,南兴股份,+9.49%,mid,+168.52%,high,,missing,IDC及云计算业务收入首次超过专用设备,high,[IDC及云计算业务收入首次超过专用设备],mid,missing,002757_SZ_南兴股份.md
002759,SZ,天际股份,,missing,盈,low,,missing,六氟磷酸锂Q4价格触底反转,high,[六氟磷酸锂Q4价格触底反转],mid,missing,002759_SZ_天际股份.md
002760,SZ,凤形股份,+78.65%,mid,盈,low,↑,low,船电系统解决方案及特种电机业务爆发式增长,high,[船电系统解决方案及特种电机业务爆发式增长],mid,low,002760_SZ_凤形股份.md
002762,SZ,_ST金比,+71.86%,high,,missing,,missing,出生率持续下滑,high,[产品线向大龄段延伸],mid,missing,002762_SZ__ST金比.md
002763,SZ,汇洁股份,+30.66%,mid,-30.66%,high,,missing,终止运营understance品牌,high,[终止运营understance品牌],mid,missing,002763_SZ_汇洁股份.md
002765,SZ,蓝黛科技,+19.98%,mid,,missing,,missing,新能源汽车渗透率提升,high,[新能源汽车渗透率提升],mid,missing,002765_SZ_蓝黛科技.md
002766,SZ,索菱股份,,missing,亏,low,↑,low,核心大项目（三菱重工OBU）执行完毕,high,[核心大项目（三菱重工OBU）执行完毕],mid,missing,002766_SZ_索菱股份.md
002767,SZ,先锋电子,+14.64%,high,+41.29%,high,,missing,政策驱动,high,"核心风险在于9,000万元中融信托产品到期未兑付",high,missing,002767_SZ_先锋电子.md
002768,SZ,国恩股份,+36.72%,high,+55.15%,high,,missing,纵向一体化产业平台,high,[纵向一体化产业平台],mid,missing,002768_SZ_国恩股份.md
002772,SZ,众兴菌业,+15.74%,mid,+161.63%,high,,missing,行业周期回暖,high,[财务费用有效降低],mid,missing,002772_SZ_众兴菌业.md
002773,SZ,康弘药业,+6.51%,mid,,missing,+6.5%,high,康柏西普眼用注射液（朗沐）持续放量,high,[康柏西普眼用注射液（朗沐）持续放量],mid,missing,002773_SZ_康弘药业.md
002777,SZ,久远银海,+11.71%,mid,,missing,,missing,,missing,运维服务收入增长11.71%,mid,missing,002777_SZ_久远银海.md
002779,SZ,中坚科技,+19.15%,mid,+166.85%,high,↑,low,投资1X公司公允价值变动,high,[投资1X公司公允价值变动],mid,low,002779_SZ_中坚科技.md
002782,SZ,可立克,+18.75%,high,,missing,,missing,,missing,,missing,missing,002782_SZ_可立克.md
002783,SZ,凯龙股份,+0.41%,mid,,missing,,missing,行业需求下行,high,最大风险：宏观经济与下游需求周期性波动,high,missing,002783_SZ_凯龙股份.md
002788,SZ,鹭燕医药,+27.14%,mid,-18.74%,high,,missing,集采扩围与医保控费,high,[集采扩围与医保控费],mid,missing,002788_SZ_鹭燕医药.md
002791,SZ,坚朗五金,+16.74%,high,亏,low,-32.96%,high,下游房地产投资持续下滑,high,[下游房地产投资持续下滑],high,low,002791_SZ_坚朗五金.md
002793,SZ,罗欣药业,+31.72%,mid,,missing,,missing,核心创新药替戈拉生片放量,high,[核心创新药替戈拉生片放量],mid,missing,002793_SZ_罗欣药业.md
002795,SZ,永和智控,-16.7%,high,,missing,↑,low,阀门管件外销收入下滑,high,[阀门管件外销收入下滑],high,missing,002795_SZ_永和智控.md
002799,SZ,环球印务,,missing,,missing,,missing,互联网数字营销业务缩停,high,[互联网数字营销业务缩停],mid,missing,002799_SZ_环球印务.md
002800,SZ,天顺股份,+44.16%,mid,亏,low,↑,low,航空物流业务稳定,high,[航空物流业务稳定],mid,low,002800_SZ_天顺股份.md
002801,SZ,微光股份,+4.68%,high,,missing,,missing,松发股份定增公允价值变动收益1.53亿元,high,[松发股份定增公允价值变动收益1.53亿元],mid,missing,002801_SZ_微光股份.md
002803,SZ,吉宏股份,+29.93%,high,+27.67%,high,+67.0%,high,,missing,跨境社交电商“货找人”模式,mid,missing,002803_SZ_吉宏股份.md
002811,SZ,郑中设计,+31.07%,mid,,missing,,missing,设计品牌溢价与客户拓展,high,[设计品牌溢价与客户拓展],mid,missing,002811_SZ_郑中设计.md
002812,SZ,恩捷股份,,missing,,missing,,missing,行业供需格局改善,high,[行业供需格局改善],mid,missing,002812_SZ_恩捷股份.md
002813,SZ,路畅科技,+8.19%,mid,,missing,,missing,汽车电子业务收入增长但毛利率下降,high,[汽车电子业务收入增长但毛利率下降],mid,missing,002813_SZ_路畅科技.md
002816,SZ,_ST和科,,missing,盈,low,,missing,海外高毛利清洗设备订单突破,high,[海外高毛利清洗设备订单突破],mid,missing,002816_SZ__ST和科.md
002817,SZ,黄山胶囊,,missing,-2.76%,mid,,missing,,missing,成本管控（集中采购+精准采购）,mid,missing,002817_SZ_黄山胶囊.md
002819,SZ,东方中科,+19.03%,high,,missing,+379.82%,high,新能源汽车测试业务高增长,high,[新能源汽车测试业务高增长],mid,missing,002819_SZ_东方中科.md
002820,SZ,桂发祥,+54.26%,mid,亏,low,,missing,消费需求疲软与行业竞争加剧,high,[消费需求疲软与行业竞争加剧],mid,missing,002820_SZ_桂发祥.md
002821,SZ,凯莱英,+57.3%,mid,+56.09%,high,,missing,新兴业务（化学大分子/生物大分子）爆发,high,[新兴业务（化学大分子/生物大分子）爆发],mid,missing,002821_SZ_凯莱英.md
002822,SZ,ST中装,-66.92%,mid,,missing,,missing,破产重整完成,high,[建筑装饰业务战略性退出],mid,missing,002822_SZ_ST中装.md
002823,SZ,凯中精密,+2.49%,mid,,missing,+21.27%,high,产品结构优化与成本控制,high,[产品结构优化与成本控制],mid,missing,002823_SZ_凯中精密.md
002825,SZ,纳尔股份,+26.89%,high,+11.56%,high,,missing,汽车功能膜业务高增长,high,[汽车功能膜业务高增长],mid,missing,002825_SZ_纳尔股份.md
002827,SZ,高争民爆,+7.99%,high,,missing,↑,low,西藏基建与矿业高景气,high,[西藏基建与矿业高景气],mid,missing,002827_SZ_高争民爆.md
002829,SZ,星网宇达,,missing,,missing,,missing,军队采购资质恢复,high,[军队采购资质恢复],mid,missing,002829_SZ_星网宇达.md
002837,SZ,英维克,+32.0%,high,,missing,-21.0%,high,AI算力需求爆发,high,[AI算力需求爆发],mid,missing,002837_SZ_英维克.md
002842,SZ,翔鹭钨业,+70.78%,mid,盈,low,↑,low,钨精矿价格暴涨,high,[硬质合金量价齐升],mid,low,002842_SZ_翔鹭钨业.md
002843,SZ,泰嘉股份,+5.91%,high,亏,low,,missing,电源业务收入大幅下滑,high,[电源业务收入大幅下滑],high,missing,002843_SZ_泰嘉股份.md
002846,SZ,英联股份,+18.97%,high,盈,low,,missing,金属包装主业产能释放与降本增效,high,[金属包装主业产能释放与降本增效],mid,missing,002846_SZ_英联股份.md
002847,SZ,盐津铺子,+107.0%,high,,missing,,missing,魔芋品类爆发,high,[主动收缩低毛利电商],mid,missing,002847_SZ_盐津铺子.md
002848,SZ,_ST高斯,+108.87%,high,,missing,,missing,与湖南炬神电子战略合作,high,[与湖南炬神电子战略合作],mid,missing,002848_SZ__ST高斯.md
002850,SZ,科达利,+26.46%,high,+19.87%,high,,missing,下游新能源汽车需求旺盛,high,[下游新能源汽车需求旺盛],mid,missing,002850_SZ_科达利.md
002852,SZ,道道全,+4.24%,high,+32.0%,high,,missing,包装油销量增长,high,核心风险在于原材料价格波动与毛利率持续承压,high,missing,002852_SZ_道道全.md
002855,SZ,捷荣技术,+23.32%,high,,missing,,missing,营收增长但毛利率恶化,high,[营收增长但毛利率恶化],high,missing,002855_SZ_捷荣技术.md
002859,SZ,洁美科技,+15.6%,high,,missing,,missing,,missing,[电子级薄膜材料（离型膜）放量],mid,missing,002859_SZ_洁美科技.md
002860,SZ,星帅尔,-12.75%,mid,+38.86%,high,,missing,光伏业务量价齐升,high,[光伏业务量价齐升],mid,missing,002860_SZ_星帅尔.md
002861,SZ,瀛通通讯,+3.4%,high,,missing,,missing,收入增长但规模效应不足,high,[收入增长但规模效应不足],mid,missing,002861_SZ_瀛通通讯.md
002862,SZ,实丰文化,,missing,,missing,,missing,游戏业务买量投入激增,high,[游戏业务买量投入激增],mid,missing,002862_SZ_实丰文化.md
002865,SZ,钧达股份,+62.83%,mid,,missing,↓,low,光伏行业产能过剩与价格战,high,[光伏行业产能过剩与价格战],mid,missing,002865_SZ_钧达股份.md
002866,SZ,传艺科技,+9.76%,high,盈,low,,missing,,missing,[消费电子主业复苏+海外产能布局],mid,missing,002866_SZ_传艺科技.md
002868,SZ,_ST绿康,+21.86%,mid,,missing,,missing,光伏胶膜业务巨亏,high,[光伏胶膜业务巨亏],mid,missing,002868_SZ__ST绿康.md
002870,SZ,香山股份,,missing,-38.86%,high,,missing,产品结构变化,high,[新能源充配电业务放量],mid,missing,002870_SZ_香山股份.md
002873,SZ,新天药业,-12.57%,high,-82.59%,high,,missing,院端市场萎缩,high,[研发投入资本化率骤降],mid,missing,002873_SZ_新天药业.md
002876,SZ,三利谱,+42.41%,high,-30.85%,high,,missing,新产能投产爬坡,high,[原材料国产化突破],mid,missing,002876_SZ_三利谱.md
002878,SZ,元隆雅图,+161.8%,mid,,missing,,missing,IP文创战略驱动C端零售突破,high,[IP文创战略驱动C端零售突破],mid,missing,002878_SZ_元隆雅图.md
002881,SZ,美格智能,+27.39%,high,+5.27%,high,,missing,海外市场高速扩张,high,[海外市场高速扩张],mid,missing,002881_SZ_美格智能.md
002884,SZ,凌霄泵业,+8.17%,high,,missing,,missing,国内卫浴泵需求复苏+欧洲订单转移,high,[国内卫浴泵需求复苏+欧洲订单转移],mid,missing,002884_SZ_凌霄泵业.md
002885,SZ,京泉华,,missing,,missing,,missing,,missing,AI算力需求爆发式增长，数据中心电力消耗预计2026年达10,mid,missing,002885_SZ_京泉华.md
002889,SZ,东方嘉盛,+43.98%,mid,-46.0%,high,,missing,,missing,跨境电商业务高速扩张,mid,missing,002889_SZ_东方嘉盛.md
002890,SZ,弘宇股份,+70.0%,high,,missing,,missing,农机行业景气度,high,,missing,missing,002890_SZ_弘宇股份.md
002891,SZ,中宠股份,+7.28%,high,-42.09%,high,,missing,自主品牌高速增长,high,[自主品牌高速增长],mid,missing,002891_SZ_中宠股份.md
002895,SZ,川恒股份,,missing,,missing,,missing,磷矿石资源自给+高毛利率,high,[磷矿石资源自给+高毛利率],mid,missing,002895_SZ_川恒股份.md
002896,SZ,中大力德,+4.04%,high,,missing,,missing,,missing,工业机器人产量增长、人形机器人原型机批量落地、新能源领域设备,mid,missing,002896_SZ_中大力德.md
002901,SZ,大博医疗,+21.79%,high,+68.06%,high,,missing,集采政策常态化，国产替代加速,high,[集采政策常态化，国产替代加速],mid,missing,002901_SZ_大博医疗.md
002902,SZ,铭普光磁,+50.99%,mid,-32.88%,mid,,missing,光通信产品收入大幅下滑,high,[光通信产品收入大幅下滑],high,missing,002902_SZ_铭普光磁.md
002903,SZ,宇环数控,+70.18%,mid,,missing,,missing,消费电子大客户订单结构变化,high,[消费电子大客户订单结构变化],mid,missing,002903_SZ_宇环数控.md
002905,SZ,金逸影视,+13.56%,high,盈,low,+114.25%,high,,missing,行业票房回暖（春节档/暑期档/贺岁档梯次发力）,mid,missing,002905_SZ_金逸影视.md
002906,SZ,华阳集团,+27.25%,high,,missing,↑,low,汽车智能化渗透率提升,high,[汽车智能化渗透率提升],mid,missing,002906_SZ_华阳集团.md
002907,SZ,华森制药,+24.47%,high,-15.17%,high,,missing,仿制药集采中标及续标,high,[仿制药集采中标及续标],mid,missing,002907_SZ_华森制药.md
002909,SZ,集泰股份,-15.5%,high,亏,low,,missing,传统主业（建筑胶、集装箱涂料）周期性下行,high,[传统主业（建筑胶、集装箱涂料）周期性下行],mid,missing,002909_SZ_集泰股份.md
002911,SZ,佛燃能源,+22.81%,high,,missing,,missing,,missing,[能源化工服务业务高速扩张],mid,missing,002911_SZ_佛燃能源.md
002915,SZ,中欣氟材,+11.86%,high,盈,low,,missing,农药化工产品量价齐升,high,[农药化工产品量价齐升],mid,missing,002915_SZ_中欣氟材.md
002916,SZ,深南电路,+30.8%,mid,,missing,,missing,AI算力基建资本开支高增,high,[AI算力基建资本开支高增],mid,missing,002916_SZ_深南电路.md
002917,SZ,金奥博,+16.41%,mid,,missing,+122.59%,high,,missing,专用设备收入高增45.72%,mid,missing,002917_SZ_金奥博.md
002918,SZ,蒙娜丽莎,-15.28%,high,-58.0%,high,,missing,房地产行业持续调整,high,[房地产行业持续调整],mid,missing,002918_SZ_蒙娜丽莎.md
002920,SZ,德赛西威,+17.88%,high,+22.38%,high,,missing,汽车智能化渗透率提升,high,[汽车智能化渗透率提升],mid,missing,002920_SZ_德赛西威.md
002921,SZ,联诚精密,+7.7%,mid,,missing,,missing,下游需求结构变化,high,[下游需求结构变化],mid,missing,002921_SZ_联诚精密.md
002925,SZ,盈趣科技,+15.61%,high,+129.43%,high,,missing,非经常性损益（金融资产公允价值变动）,high,[非经常性损益（金融资产公允价值变动）],mid,missing,002925_SZ_盈趣科技.md
002926,SZ,华西证券,+40.89%,mid,,missing,,missing,市场行情回暖,high,[保荐业务资格暂停],mid,missing,002926_SZ_华西证券.md
002932,SZ,_ST明德,+82.0%,mid,亏,low,,missing,集采降价与行业竞争加剧,high,[集采降价与行业竞争加剧],mid,missing,002932_SZ__ST明德.md
002933,SZ,新兴装备,-10.41%,high,+108.88%,high,,missing,核心产品交付,high,[非经常性损益驱动],mid,missing,002933_SZ_新兴装备.md
002935,SZ,天奥电子,-1.49%,mid,-12.91%,high,,missing,军品依赖度高,high,[北斗卫星手表业务萎缩],mid,missing,002935_SZ_天奥电子.md
002936,SZ,郑州银行,+0.34%,high,,missing,,missing,净息差持续收窄,high,[不良率下降但信用成本高企],mid,missing,002936_SZ_郑州银行.md
002937,SZ,兴瑞科技,+16.36%,mid,,missing,,missing,,missing,,missing,missing,002937_SZ_兴瑞科技.md
002938,SZ,鹏鼎控股,+106.67%,high,,missing,,missing,AI算力需求爆发,high,[AI算力需求爆发],mid,missing,002938_SZ_鹏鼎控股.md
002939,SZ,长城证券,,missing,+48.86%,high,,missing,,missing,市场行情回暖与日均成交额大增,mid,missing,002939_SZ_长城证券.md
002942,SZ,新农股份,+10.0%,mid,,missing,+10.0%,high,,missing,,missing,missing,002942_SZ_新农股份.md
002945,SZ,华林证券,+28.0%,mid,+43.0%,high,,missing,科技金融战略深化,high,[科技金融战略深化],mid,missing,002945_SZ_华林证券.md
002946,SZ,新乳业,+5.33%,high,+35.98%,high,,missing,聚焦“鲜酸双强”战略,high,[聚焦“鲜酸双强”战略],mid,missing,002946_SZ_新乳业.md
002947,SZ,恒铭达,+16.3%,mid,,missing,+77.29%,high,AI终端创新浪潮,high,[AI终端创新浪潮],mid,missing,002947_SZ_恒铭达.md
002948,SZ,青岛银行,+12.11%,mid,+13.26%,high,,missing,规模扩张与结构优化,high,[规模扩张与结构优化],mid,missing,002948_SZ_青岛银行.md
002949,SZ,华阳国际,+2.01%,mid,-27.7%,high,,missing,核心主业（建筑设计）收入下滑14.49%,high,[核心主业（建筑设计）收入下滑14.49%],high,missing,002949_SZ_华阳国际.md
002953,SZ,日丰股份,+36.33%,mid,,missing,+121.57%,high,新能源电缆爆发式增长,high,[新能源电缆爆发式增长],mid,missing,002953_SZ_日丰股份.md
002955,SZ,鸿合科技,+38.37%,mid,-76.67%,high,,missing,海外收入下滑,high,[新线美国业绩承诺未达标],mid,missing,002955_SZ_鸿合科技.md
002956,SZ,西麦食品,+18.11%,high,,missing,↑,low,复合燕麦片高速增长,high,[复合燕麦片高速增长],mid,missing,002956_SZ_西麦食品.md
002957,SZ,科瑞技术,+34.24%,mid,+34.24%,high,,missing,出售子公司中山科瑞,high,[出售子公司中山科瑞],mid,missing,002957_SZ_科瑞技术.md
002959,SZ,小熊电器,+79.22%,high,,missing,,missing,,missing,国补政策推动中高端产品需求,mid,missing,002959_SZ_小熊电器.md
002960,SZ,青鸟智控,+14.54%,high,,missing,,missing,新国标切换与价格竞争,high,[新国标切换与价格竞争],mid,missing,002960_SZ_青鸟智控.md
002961,SZ,瑞达期货,+15.7%,mid,,missing,,missing,期货市场交投活跃度显著提升,high,[期货市场交投活跃度显著提升],mid,missing,002961_SZ_瑞达期货.md
002963,SZ,豪尔赛,-24.51%,high,,missing,,missing,行业需求收缩,high,[公允价值变动损失],mid,missing,002963_SZ_豪尔赛.md
002965,SZ,祥鑫科技,+17.54%,high,-56.88%,high,,missing,收入增长但毛利率下降,high,[收入增长但毛利率下降],mid,missing,002965_SZ_祥鑫科技.md
002967,SZ,广电计量,+12.37%,high,+20.57%,high,,missing,业务结构向战略性产业聚焦,high,[业务结构向战略性产业聚焦],mid,missing,002967_SZ_广电计量.md
002968,SZ,新大正,-12.22%,mid,-12.22%,mid,,missing,存量市场竞争激烈+人力成本刚性上涨,high,[存量市场竞争激烈+人力成本刚性上涨],mid,missing,002968_SZ_新大正.md
002970,SZ,锐明技术,+32.0%,mid,+32.0%,high,,missing,海外业务扩张,high,[AI解决方案放量],mid,missing,002970_SZ_锐明技术.md
002972,SZ,科安达,+18.78%,high,,missing,+7.46%,high,系统集成业务爆发,high,[系统集成业务爆发],mid,missing,002972_SZ_科安达.md
002975,SZ,博杰股份,+23.63%,mid,,missing,,missing,AI算力基础设施投资爆发,high,[AI算力基础设施投资爆发],mid,missing,002975_SZ_博杰股份.md
002977,SZ,_ST天箭,,missing,,missing,,missing,军品审价调整,high,[应收账款减值转回],high,missing,002977_SZ__ST天箭.md
002978,SZ,安宁股份,+32.83%,mid,-15.46%,high,↑,low,并购经质矿产,high,[钒钛铁精矿量价齐升],mid,low,002978_SZ_安宁股份.md
002981,SZ,朝阳科技,+18.35%,mid,-34.67%,high,,missing,客户集中度极高,high,[汇率波动侵蚀利润],mid,missing,002981_SZ_朝阳科技.md
002982,SZ,湘佳股份,+6.35%,high,-66.41%,high,,missing,冰鲜业务渠道壁垒,high,[冰鲜业务渠道壁垒],mid,missing,002982_SZ_湘佳股份.md
002983,SZ,芯瑞达,+5.9%,mid,+5.9%,high,↑,low,Mini LED 技术渗透加速,high,[Mini LED 技术渗透加速],mid,low,002983_SZ_芯瑞达.md
002985,SZ,北摩高科,+70.66%,high,+1138.0%,high,,missing,十四五延迟订单集中释放,high,[十四五延迟订单集中释放],mid,missing,002985_SZ_北摩高科.md
002987,SZ,京北方,+55.63%,mid,,missing,+77.95%,high,AI大模型与智能体产品规模化落地,high,[AI大模型与智能体产品规模化落地],mid,missing,002987_SZ_京北方.md
002990,SZ,盛视科技,+18.26%,high,-51.22%,high,,missing,智慧口岸业务增长,high,[智慧口岸业务增长],mid,missing,002990_SZ_盛视科技.md
002991,SZ,甘源食品,+15.49%,mid,-44.59%,high,,missing,经销渠道收入大幅下滑,high,[经销渠道收入大幅下滑],high,missing,002991_SZ_甘源食品.md
002993,SZ,奥海科技,+11.38%,high,-9.14%,high,↑,low,新能源汽车电控业务爆发,high,[新能源汽车电控业务爆发],mid,low,002993_SZ_奥海科技.md
002997,SZ,瑞鹄模具,+23.76%,mid,-35.67%,high,,missing,汽车制造装备在手订单高增,high,[汽车制造装备在手订单高增],mid,missing,002997_SZ_瑞鹄模具.md
002998,SZ,优彩资源,+15.39%,high,-37.86%,high,,missing,低熔点涤纶短纤维销量激增,high,[低熔点涤纶短纤维销量激增],mid,missing,002998_SZ_优彩资源.md
003000,SZ,劲仔食品,+1.28%,high,-22.78%,high,,missing,核心大单品“深海鳀鱼”收入超16亿,high,[核心大单品“深海鳀鱼”收入超16亿],mid,missing,003000_SZ_劲仔食品.md
003001,SZ,中岩大地,+12.79%,mid,-77.84%,high,+41.7%,high,,missing,部分项目前期工作周期拉长，业务转化产值进度放缓,mid,missing,003001_SZ_中岩大地.md
003004,SZ,_ST声迅,+24.59%,high,,missing,,missing,并购浙江中辰,high,[营收增长24.59%但净利润仍亏损],high,missing,003004_SZ__ST声迅.md
003008,SZ,开普检测,+10.38%,mid,盈,low,,missing,“十五五”电网投资创历史新高,high,[“十五五”电网投资创历史新高],mid,missing,003008_SZ_开普检测.md
003009,SZ,中天火箭,+39.87%,mid,亏,low,-76.85%,high,光伏行业产能过剩、价格战加剧,high,[光伏行业产能过剩、价格战加剧],mid,low,003009_SZ_中天火箭.md
003010,SZ,若羽臣,+94.35%,high,,missing,-54.51%,high,自有品牌爆发式增长,high,[自有品牌爆发式增长],mid,missing,003010_SZ_若羽臣.md
003013,SZ,地铁设计,-6.64%,high,,missing,+108.46%,high,基础设施投资周期波动,high,[基础设施投资周期波动],mid,missing,003013_SZ_地铁设计.md
003015,SZ,日久光电,+6.53%,mid,,missing,,missing,调光导电膜渗透率提升,high,[调光导电膜渗透率提升],mid,missing,003015_SZ_日久光电.md
003019,SZ,宸展光电,+13.86%,high,,missing,,missing,成功切入消费电子EMS,high,[成功切入消费电子EMS],mid,missing,003019_SZ_宸展光电.md
003021,SZ,兆威机电,+12.52%,high,,missing,,missing,“1+1+1”协同创新体系,high,[“1+1+1”协同创新体系],mid,missing,003021_SZ_兆威机电.md
003022,SZ,联泓新科,+203.55%,mid,+30.4%,high,,missing,EVA光伏胶膜料产能扩张与产品结构优化,high,[EVA光伏胶膜料产能扩张与产品结构优化],mid,missing,003022_SZ_联泓新科.md
003023,SZ,彩虹集团,-11.52%,high,-41.9%,high,,missing,连续暖冬气候,high,[线上渠道结构失衡],mid,missing,003023_SZ_彩虹集团.md
003027,SZ,同兴科技,,missing,+89.52%,high,-49.21%,high,降本增效,high,[SCR脱硝催化剂销量创历史新高],mid,missing,003027_SZ_同兴科技.md
003028,SZ,振邦智能,,missing,-63.89%,high,,missing,美国政策影响与客户订单波动,high,[美国政策影响与客户订单波动],mid,missing,003028_SZ_振邦智能.md
003029,SZ,吉大正元,,missing,,missing,,missing,行业政策红利消退,high,[行业政策红利消退],mid,missing,003029_SZ_吉大正元.md
003033,SZ,征和工业,+5.3%,high,+33.72%,high,,missing,,missing,[海外市场扩张 + 并购泰国DDC],mid,missing,003033_SZ_征和工业.md
003035,SZ,南网能源,+16.59%,high,盈,low,,missing,,missing,战略转型（退出生物质与智慧绿电重资产）,mid,missing,003035_SZ_南网能源.md
003036,SZ,泰坦股份,+32.61%,mid,-71.18%,high,,missing,下游纺织行业需求疲软,high,[下游纺织行业需求疲软],mid,missing,003036_SZ_泰坦股份.md
003039,SZ,顺控发展,+21.18%,high,,missing,-49.29%,high,固废处理业务扩张,high,[固废处理业务扩张],mid,missing,003039_SZ_顺控发展.md
003040,SZ,楚天龙,+29.32%,high,-66.82%,high,,missing,行业竞争加剧与产品价格下行,high,[行业竞争加剧与产品价格下行],mid,missing,003040_SZ_楚天龙.md
003041,SZ,真爱美家,+9.07%,mid,+208.56%,high,,missing,智能工厂投产与产能爬坡,high,[智能工厂投产与产能爬坡],mid,missing,003041_SZ_真爱美家.md
